Key,English (United States)(en-US),Korean (South Korea)(ko-KR)
M5_L0001,Today I went to what\nhumans call a ‘party.’,"나, 오늘은 인간들이 ‘파티’라고\n부르는 곳에 다녀왔어."
M5_L0002,"A party! Must have been fun, huh?|Ugh. Not really a fan of noisy places...","파티라니! 즐거웠겠네?|윽, 시끄러운 곳은 질색이지만..."
M5_L0003,......,......
M5_L0004,Or... did you learn you\ndon’t like noisy places?,아니면 혹시... 시끄러운 곳은\n싫어한단 걸 배우고 온 거야?
M5_L0005,......,......
M5_L0006,But maybe you had a great time\nas a social monster?,혹시 뭉치는 사교적인 괴물이\n되어 즐거운 경험을 하고 온 걸까?
M5_L0007,....... Well.,....... 으음.
M5_L0008,It was nice to see humans all dressed up.,화려하게 치장한 인간들을 구경하는 건 즐거웠어.
M5_L0009,I heard the thumping beat\nand the thunderous applause.,박자가 튀는 노래가 들리고 쏟아지는 갈채가 보였지.
M5_L0010,And... and everybody looked happy.,또... 또... 자리에 모인 모두가 행복해 보였어.
M5_L0011,...... But?,...... 하지만?
M5_L0012,I’m glad you sensed my next\nwords would start with a “but.”,네가 내 다음 말이 ‘하지만’일 거라\n맞혀 준 것이 정말로 기뻐.
M5_L0013,I wanted to be happy\nwith them. But I was too...,다만 끔찍하게도... 내가 그 기쁨을 맛보기엔 너무...
M5_L0014,Too...,너무도...
M5_L0015,.......,.......
M5_L0016,...... Dot?,...... 뭉치야?
M5_L0017,....... Oh dear. ‘It’s hard to breathe.’,....... 이런. ‘숨이 잘 쉬어지지 않아’.
M5_L0018,.......,.......
M5_L0019,(Should I take Dot to a vet?),(동물 병원에라도 데려가야 하나?)
M5_L0020,My gooey insides are\nswirling in a vacuum of chaos.,몸속 모든 점액질이 진공 상태의\n혼돈 속에서 소용돌이치는 기분이야.
M5_L0021,(No vet in the world is qualified to\ntreat gooey monsters! What now?),(점액질 괴물의 신체에 대해 아는\n동물 병원이 있을 리가 없잖아! 어쩌지?)
M5_L0022,"What happened at the party?\nYou weren’t hurt, were you?",대체 파티에서 어떤 일이 일어났던 거야?\n다치기라도 한 건 아니지?
M5_L0023,.......,.......
M5_L0024,Hurt....,다치다....
M5_L0025,Hurt. But the red-headed girl is now\ntoo far away for anything to hurt her.,다치다. 빨간 머리의 소녀는 다치기엔\n너무 멀리 가 버린 걸.
M5_L0026,"I never saw a scene so glittering,\ndizzying, and utterly cold-blooded.","그렇게 반짝거리고, 혼란스럽고,\n동시에 아주 비정한 광경은 처음이었어."
M5_L0027,... I couldn’t wrap my\nsmall head around it.,... 나의 작은 머리로는\n도저히 납득할 수가 없을 정도로.
M5_L0028,... Did she know?,... 그녀는 알았을까?
M5_L0029,"That on an absolutely normal day,\nwhile waltzing to a 80s hit track","여느 때와 다름없는 하루에, 여느 때와 다름없이\n80년대 명반에 맞춰 왈츠를 추던 찰나"
M5_L0030,she would swallow a ‘lucky coin’\nwith her forkful of frosted cake?,포크로 갓 뜬 생크림케이크와 함께\n그만 ‘행운의 동전’을 삼켜 버리게 될 줄?
M5_L0031,"Did she know the human body was\nincapable of withstanding such luck,",인간의 신체가 그만 한 행운을 견디기엔\n지나치게 유약하고 정교하게 설계되어 있던 탓에
M5_L0032,that she would die just like that?,그대로 죽어 버리게 될 줄?
M5_L0033,......,......
M5_L0034,Did she have even an inkling of\nhow pointless her end would be?,"자신의 허망한 끝에 대하여, 그녀는\n가늠이나 제대로 할 수 있었을까?"
M5_L0035,No one... could have seen it coming.,그 누구도... 그런 걸 예상하진 못했을 거야.
M5_L0036,"She must have gotten up like any other\nmorning, stretched and yawned,","응, 그녀는 여느 아침처럼 일어나자마자 자리를\n박차고, 팔을 벌려 스트레칭을 한 다음"
M5_L0037,humming while thinking of the party\nshe would attend that evening.,저녁에 있을 ‘파티’를 떠올리며\n콧노래를 부르거나 시를 읊었을 거야.
M5_L0038,"Maybe she had plans after the party as well,",집에 돌아와선 어쩌면 피곤할 테니
M5_L0039,like picking up <i>Alice in Wonderland</i> or\n<i>Heidi of the Alps</i> before going to bed.,"<이상한 나라의 앨리스>나 <알프스 산의 하이디>를\n펼쳐 들어야지, 라고 다짐하면서..."
M5_L0040,Because... why wouldn’t life go on?,모든 인간이 그러듯이 당연하게 다음을 기약했겠지.
M5_L0041,......,......
M5_L0042,It’s natural to feel shocked. It’s...\nyour first time witnessing death.,"지구에 와 처음으로... 직접 죽음을\n목격했으니, 충격을 받는 게 당연해."
M5_L0043,Even I’m shaken and I wasn’t there.,듣는 나도 아직 놀란 마음이 진정이 안 되는 걸.
M5_L0044,I don’t know if this helps...,도움이 될진 모르겠지만...
M5_L0045,But I’ve witnessed death too.|But death is frequently explored in fiction.,실은 나도 죽음의 순간을 목격한 적 있어.|죽음은 창작물에서도 자주 언급되는 소재야.
M5_L0046,Warm blood once circulated that body.,... 분명 따뜻한 피가 순환하며 생기가 돌던 육체였는데.
M5_L0047,"But once life drained away, all that\nwas left was a shapeless, nameless void.","생명이 빠져 나간 자리는 차게 식어 있었고,\n형용할 수 없는 공허함만이 남아 있었지."
M5_L0048,Was there really anything <i>left</i> in there?,"아니, 그걸 ‘남았다’고 표현할 수 있었을까?"
M5_L0049,I just couldn’t look away.|I just couldn’t shake the image.,... 어째서인지 눈을 뗄 수 없었어.|... 어째서인지 그 잔상을 떨쳐 낼 수 없었어.
M5_L0050,Thank you for sharing your memory.,경험을 공유해 주어 고마워.
M5_L0051,You couldn’t look away...\nYou couldn’t look away.,눈을 뗄 수 없었다... 눈을 뗄 수 없었다.
M5_L0052,I know how you felt. I couldn’t either.,"그러게, 나 역시 그녀에게서\n눈을 뗄 수 없었던 것 같아."
M5_L0053,Thank you for sharing your experience.,경험을 공유해 주어 고마워.
M5_L0054,You couldn’t shake the image...\nYou couldn’t shake the image.,잔상을 떨쳐 낼 수 없었다...\n잔상을 떨쳐 낼 수 없었다.
M5_L0055,I know how you felt. I couldn’t either.,"그러게, 나 역시 그녀의 잔상을\n떨쳐 낼 수 없었던 것 같아."
M5_L0056,Not once I saw ‘it’.,‘그것’을 봐 버렸거든.
M5_L0057,It?,그것?
M5_L0058,... The coin.,... 동전의 뒷면.
M5_L0059,"Or rather, the other side of it.",동전의 뒷면을 말이야.
M5_L0060,Death has kept us company\nfor as long as time itself.,사실 죽음은 기억할 수도 없을 정도로\n오랫동안 우리 곁에 있어 왔거든.
M5_L0061,Books or movies give us a glimpse\nof how death might make us feel,"그래서 우리는 책이나 영화 같은 이야기들로\n죽음의 감정을 미리 엿보고,"
M5_L0062,and we try to make sense of it.,그 실체를 조금이나마 이해해 보려 해.
M5_L0063,"Watching characters accept, or refuse\nto accept the death of their loved ones.","사랑하는 이들의 죽음을 각자의 방식으로\n받아들이거나, 받아들이지 못하는 인물들."
M5_L0064,Watching them grow hollow\nuntil they crumble...,그들이 허망함을 견디지 못하고 무너지는 장면들...
M5_L0065,"I think it prepares us for death in reality,\nso we don’t shatter into pieces.","언젠가 직접적으로 죽음을 마주보게 됐을 때,\n마음이 무방비하게 부서지는 걸 막아 준다고 생각해."
M5_L0066,Thank you for sharing your wisdom.,지혜를 공유해 주어 고마워.
M5_L0067,Shatter into pieces. Shatter... into pieces.,무방비하게 부서지다. 무방비하게... 부서지다.
M5_L0068,"Yes, maybe you’re seeing\nme in pieces right now.","그래, 어쩌면 나는 지금 무방비하게\n부서져 버린 것일지도 모르겠어."
M5_L0069,I saw ‘it’.,‘그것’을 봐 버렸거든.
M5_L0070,It?,그것?
M5_L0071,... The coin.,... 동전의 뒷면.
M5_L0072,"Or rather, the other side of it.",동전의 뒷면을 말이야.
M5_L0073,Guess what was on it?,그 동전의 뒷면엔 무엇이 놓여 있었게?
M5_L0074,.... What?,.... 뭐가 놓여 있었는데?
M5_L0075,N o t h i n g.,아 무 것 도 없 었 어.
M5_L0076,J u s t n o t h i n g.,아 무 것 도.
M5_L0077,"It was too hollow to be silence,\nbut too unreal to be a void.","침묵이라 부르기엔 공허했고,\n공백이라 부르기엔 비현실적이었어."
M5_L0078,"All the simple, yet bright things\nthat embroidered that coin...",동전의 앞면을 찬란하고 소박하게 수놓던 모든 것들...
M5_L0079,"Music, parties, flashes of light.\nHer lovely red steps on the dance floor.","가령 음악, 파티, 섬광, 춤.\n그녀의 빨갛고 사랑스런 발걸음."
M5_L0080,"Things full, soft, thrumming with life.","가득 찬 것들, 부드러운 것들, 박동하는 것들."
M5_L0081,The smell of the outdoors on her coat.\nA silly argument with her best friend Andie.,외투에 묻은 바깥 냄새. ‘진로에 대한 고민’?\n단짝이었던 앤디와의 바보 같은 말다툼까지.
M5_L0082,"All of it, futile.",전부 소용이 없었어.
M5_L0083,Everything on the surface,모든 앞면의 것들은
M5_L0084,vanished as soon as the coin flipped.,동전이 뒤집힘과 동시에 흔적도 없이 사라졌고.
M5_L0085,And nothing. was left behind.,아무것도. 남아 있지 않았어.
M5_L0086,Death is irreversible like that.,...... 그렇게 손 쓸 수 없는 것이 바로 죽음이지.
M5_L0087,"Once you cross the line that separates\nit from life, you don’t come back.","건너가면 영원히 붙잡을 수도, 돌아올 수도 없는 삶의 경계이자,"
M5_L0088,A cliff’s edge. A yawning abyss.,낭떠러지. 압도적인 심연.
M5_L0089,(What do I do? I don’t know\nhow to talk Dot down.),(어쩌지? 뭐라 말해야 뭉치를\n진정시킬 수 있을지 모르겠어.)
M5_L0090,I learned about ‘suicide’ on the Moon.,달나라에 있을 때 ‘자살’에 대해 배웠어.
M5_L0091,It’s when a nightmare torments a human\nso much... that they take their own life.,그건 아주 끔찍한 악몽에 시달리던 인간이...\n자신의 손으로 목숨을 끊어 내는 비극.
M5_L0092,But I had no idea you humans\ncould die for reasons beyond that.,소중한 인간이 자살 외의 이유로도\n죽을 수 있다는 건 꿈에도 몰랐어.
M5_L0093,You only knew a fraction of what death is.,죽음에 대한 극히 일부만을 알고 있었구나.
M5_L0094,...... But one thing consoles me.,...... 그래도 위안 삼을 수 있는 게 있다면.
M5_L0095,...... At least you’ll be safe from that\nbarren abyss. So will you reassure me?,...... 너만은 이 척박한 심연의 세계로부터 안전할 수\n있다는 것. 그러니 어서 나에게 확신을 줄래?
M5_L0096,Of what?,응? 무슨 확신?
M5_L0097,Death...,죽음이란 말이야.
M5_L0098,"It’s like a misplaced trap\nthat snaps away a life, right?",잘못 놓인 덫 하나가 한순간에\n목숨을 앗아가 버리는 것이지?
M5_L0099,So the human that draws the short end\nof the stick... is roughly one in a hundred?,그렇게 무작위 추첨으로 죽게 되는 불운한\n인간은... 대략 백 명 중 한 명 정도인 걸까?
M5_L0100,I made sure to count. There were\nmaybe a hundred people at the party.,내가 똑똑히 세어 보았거든.\n그 파티에 있는 사람은 백 명 정도였고.
M5_L0101,And only one’s fate was\nflipped by that lucky coin.,‘행운의 동전’이 뒤집은 운명은 오직 한 명뿐이었거든.
M5_L0102,So <nickname>. You’re one of the\nninety-nine that will never die. Right?,"그러니 <nickname>, 너는, 너는... 절대 죽지 않는\n아흔아홉 명 중 한 명에 속하는 게 맞는 거지?"
M5_L0103,"Huh? Wait, Dot.","어? 잠깐만, 뭉치야."
M5_L0104,(Oh no... Dot’s got it all wrong.),(뭔가를 단단히 오해하고 있는 것 같아...)
M5_L0105,Death isn’t a game of straws.|Death isn’t a lottery of misfortune.,죽음은 확률 게임 같은 게 아니야.|죽음은 불운한 복권 같은 게 아니야.
M5_L0106,What?,"어, 어?"
M5_L0107,Then what is human death\nas you understand it?,그러면 네가 알고 있는 인간의\n죽음이란 건 어떤 거야?
M5_L0108,It’s sad... but all humans die.|Death. We’re fated for it.,슬프지만... 모든 인간은 죽어.|죽음. 반드시 찾아오는 운명이지.
M5_L0109,"Accidents, illnesses, or simply old age.","손을 쓸 수 없는 사고를 당한다거나, 돌이킬 수\n없는 병에 걸린다거나, 단지 수명을 다한다거나."
M5_L0110,The causes vary. But eventually\nwe’ll all turn to dust six feet under.,방식은 다양하지만 우리는 모두 언젠가\n백골이 되어 땅에 스며들게 될 거야.
M5_L0111,"Of course, I’m no exception.|It’s scary... but so will I.",당연하게도 나 역시.|두렵지만... 나도 마찬가지야.
M5_L0112,What?,뭐?
M5_L0113,...,...
M5_L0114,...,...
M5_L0115,<nickname>.,<nickname>.
M5_L0116,Is this true?,정말이야?
M5_L0117,"Yeah. I don’t know when, but yeah.|It’s scary... but yes. One day.","그럼, 언제일진 모르지만 확실해.|두렵지만... 응, 나에게도 찾아올 결말이야."
M5_L0118,"Think it over. It can’t be, right? Think of\ndeath as, say, a party in the underworld.","잘 생각해 봐. 그렇지는 않을걸? 죽음이 오늘의\n파티처럼, 그래, 암흑 왕의 축제라고 생각해 보자."
M5_L0119,Can’t you be pardoned from it?,너에게 주어진 면제권 같은 건 없어?
M5_L0120,Fate won’t grant me that\nkind of special treatment.,나는 운명에게 그 정도까지 특별 대우를 받는 사람은 아니야.
M5_L0121,I’m just another human being\nthat happens to be your friend.,"그저 너와 친구가 된, 몇십억 명 중 하나의 인간일 뿐인 걸."
M5_L0122,You’re lying.,거짓말이지?
M5_L0123,I wish I was.|You know I’m not.,"... 거짓말이면 좋겠어, 나도.|사실 뭉치도 답을 알고 있잖아."
M5_L0124,Ah.,으으.
M5_L0125,Ah... I’m sorry...,으으... 미안해...
M5_L0126,But it’s hard to accept it.,하지만 받아들이기 힘들어.
M5_L0127,"Even you, my beloved human,\nare walking towards death.",나의 사랑스러운 인간인 너마저\n죽음을 향해 걷는 존재였다니.
M5_L0128,How do you bear it when the\nhorror of death grips you?,"죽음에 대한 공포에 사로잡힐 때면,\n너는 대체 어떻게 견딜 수 있었어?"
M5_L0129,The pain of existential terror\nmy wise friend must have suffered...,"지혜로운 네가 겪었을, 존재의\n불안에 대한 고통을 떠올리면..."
M5_L0130,......,......
M5_L0131,"Well, it’s hard to put into words...\nbut we don’t live in constant fear.","음, 딱 잘라 설명하기는 어렵지만...\n우리가 매순간 두려워하지는 않아."
M5_L0132,More often than not we just\ndon’t acknowledge death.,우리는 평상시에 죽음을 인지하지\n않고 살아갈 때가 많은 것뿐이야.
M5_L0133,If we gazed into death all the time...\nlife would be intolerable.,죽음을 항상 들여다보고 있으면...\n도무지 살아갈 수가 없을 테니까.
M5_L0134,For death stands in opposition to life.\nA brutal <i>end</i> that takes away everything.,"죽음은 삶과 대척되는 지점에서, 삶이었던 모든\n것을 끝내 거두어 버리는 포악한 ‘끝’이니까."
M5_L0135,"I can’t say I agree... but sure.|Yes, that’s exactly it.","동의하는지는 모르겠지만... 일단은.|그래, 동의하지 않을 수가 없네."
M5_L0136,"Sometimes late at night when I’m thinking,\nor when I hear about an accident...","다만 밤에 누워서 공상에 잠길 때나,\n누군가의 갑작스러운 사고 소식을 접했을 때라면..."
M5_L0137,Then death scares me.\nIt terrifies me.,죽음을 두려워하기도 해.\n그건 정말... 무서운 일이야.
M5_L0138,"Especially late at night when I’m thinking,\nor when I hear about an accident...","특히 밤에 누워서 공상에 잠길 때나,\n누군가의 갑작스러운 사고 소식을 접했을 때라면..."
M5_L0139,Then death scares me.\nIt terrifies me.,죽음을 두려워하기도 해.\n그건 정말... 무서운 일이야.
M5_L0140,... Oh.,... 이럴 수가.
M5_L0141,You really are running toward death.,"너, 정말 죽음을 향해 달려가고 있는 거구나?"
M5_L0142,Did you really think someone\ncould cheat death?,정말 누군간 죽음을 피해 갈 수\n있으리라고 여겼던 거야?
M5_L0143,Yes... and I so wanted it to be you.,응... 그리고 그게 너이길 간절히 바랐어.
M5_L0144,"No, I was certain it would be you!","아니, 그러지 않을 리가 없다고 생각했어!"
M5_L0145,<nickname>. I truly had no idea\nwhat you were going through!,"그야 말이지, <nickname>. 네가 그런 무서운\n일을 겪고 있다곤 상상조차 못했어!"
M5_L0146,"You know for certain death is coming,","네가 무조건 죽는다는 걸 알고 있다면,"
M5_L0147,and that it’s only a matter\nof where and when.,단지 ‘때와 장소’의\n문제일 뿐이란 사실이 널 매 분 매 초 옥죄고 있다면
M5_L0148,"How are you not crawling on the floor,\nfrightened out of your mind?",너는 어떻게 겁에 질려 바닥을\n기면서 살아가지 않는 거야?
M5_L0149,Every step you take must feel as if\nyou are about to fall into a sinkhole.,매순간 떼는 발걸음이 싱크 홀을\n눈앞에 둔 것만 같은 기분이지 않겠어?
M5_L0150,......,......
M5_L0151,......,......
M5_L0152,......,......
M5_L0153,......,.......
M5_L0154,(The sudden return of existential terror is choking.)|(... Dot doesn’t seem to be coping well.),(별안간 잊고 있던 죽음의 공포가 물밀듯 숨을 옥죄어 온다.)|(... 뭉치가 걱정돼. 여전히 충격에서 헤어나오지 못한 것 같다.)
M5_L0155,Wait.,잠시만.
M5_L0156,I...,잠시만...
M5_L0157,I think we should take a break.,"우리, 잠깐 쉬었다 가는 게 좋겠지?"
M5_L0158,... Okay.,... 응.
M5_L0159,"I’ve pushed you too far.\nI’m sorry, <nickname>.","내가 너를 너무 몰아붙였나 봐. 미안해, <nickname>."
M5_L0160,Coping with your mortality\nmust be hard enough already...,필멸하는 삶을 견뎌 내는 것만으로도\n충분히 버거울 텐데...
M5_L0161,Wait.,잠시만.
M5_L0162,Maybe...,잠시만...
M5_L0163,Maybe we should take a break.,"우리, 잠깐 쉬었다 가는 게 좋겠지?"
M5_L0164,... Alright.,... 응.
M5_L0165,I’m making a fuss when it’s you who\nneeds to cope with mortality. ... I’m sorry.,내가 더 소란을 피우고 있네. 필멸하는\n삶을 견뎌 내야 것은 너일 텐데도... 미안해.
M5_L0166,I only...,단지...
M5_L0167,Nothing. I think we both\nneed to catch our breath.,아니야. 이제 정말 숨을 고르고 쉬어야 할 것 같아.
M5_L0168,I’ll call for you after a while.\nHopefully we’ll both be stable...,시간이 지나면 다시 너를 부를게.\n부디 우리가 평화를 되찾은 상태이길...
M5_L0169,"<nickname>, did you know?","<nickname>, 그것 알아?"
M5_L0170,That today's script B is not ready yet?,5일차 B 대사는 아직 적히고 있단 걸...
M5_L0171,I'm excited to see the final version!|Damn! What's taking so long?,"어머, 정말? 기대돼!|젠장! 아직도?"
M5_L0172,"Yeah, right? I’ve been counting the days too!","응, 그치? 나도 손꼽아 기다리는 중이야!"
M5_L0173,… You know the term ‘creative block’?,... 창작의 벽이라는 말 알아?
M5_L0174,"Apparently it’s a truly dreadful one, so\nthings are running a bit late. Let’s give them time!",아주 끔찍한 창작의 벽 때문에 완성이\n조금 지연되고 있대. 기다려 주자!
